證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
6191,精成科,5551934,123703352,22.20,22.45,22.05,22.05,-0.1500,1964
6192,巨路,21000,1348500,64.00,64.40,64.00,64.10,0.1000,21
6196,帆宣,1221958,129471069,105.00,107.00,104.50,105.50,1.5000,974
6197,佳必琪,256092,8725220,34.00,34.60,33.85,33.90,-0.2500,182
6201,亞弘電,33338,1170403,35.10,35.15,35.00,35.15,0.1500,29
6202,盛群,638248,44341484,69.50,69.90,69.20,69.40,0.1000,573
6205,詮欣,529200,19497019,37.10,37.50,36.10,36.50,-0.8000,279
6206,飛捷,212230,12826697,60.20,60.70,60.20,60.40,0.4000,178
6209,今國光,384011,12488055,32.35,32.75,32.20,32.30,-0.0500,218
6213,聯茂,3737638,494828851,131.50,134.00,130.50,131.00,-0.5000,2623
6214,精誠,180769,14812132,82.30,82.40,81.70,81.80,-0.5000,174
6215,和椿,287118,4329121,15.25,15.25,14.95,15.05,-0.1000,140
6216,居易,16002,403900,25.30,25.30,25.20,25.25,0.0000,17
6224,聚鼎,1719638,162946325,97.30,97.40,92.70,92.70,-3.9000,1291
6225,天瀚,4001,15533,3.98,3.98,3.85,3.85,-0.1300,5
6226,光鼎,337101,2768587,8.24,8.26,8.15,8.25,0.0100,145
6230,超眾,172881,41005450,237.50,239.50,235.00,235.50,0.0000,166
6235,華孚,251633,3973222,15.85,15.90,15.70,15.70,-0.0500,129
6239,力成,2611825,224533166,86.40,86.50,85.60,86.00,-0.1000,1706
6243,迅杰,249873,2920169,11.75,11.90,11.40,11.55,-0.0500,121
6251,定穎,15386671,282978886,18.55,18.70,18.20,18.20,-0.5000,5657
6257,矽格,5787220,226632487,38.75,39.45,38.75,39.25,0.8500,3101
6269,台郡,2963823,348600593,116.00,118.50,115.00,118.50,3.5000,2020
6271,同欣電,2894775,385656546,132.00,135.00,131.50,133.00,1.0000,1493
6277,宏正,91876,7639298,83.30,83.40,82.80,82.90,-0.2000,86
6278,台表科,6924015,755603878,109.50,111.00,107.00,109.00,-0.5000,4215
6281,全國電,27141,1864370,69.00,69.00,68.50,68.60,-0.2000,29
6282,康舒,6348424,171187113,27.15,27.30,26.70,26.95,-0.1000,2906
6283,淳安,10144303,372021293,34.65,37.75,34.50,36.90,2.5500,5687
6285,啟碁,3732056,296828353,79.70,80.20,78.80,79.30,0.6000,2651
6288,聯嘉,5662045,197985975,34.40,35.35,34.30,34.95,0.5500,2890
6289,華上,78277,285116,3.51,3.75,3.51,3.75,-0.0900,36
6405,悅城,87400,1588500,18.20,18.45,18.05,18.05,0.1000,54
6409,旭隼,71296,68800169,966.00,969.00,960.00,960.00,-6.0000,67
6412,群電,503897,33847251,67.90,68.20,67.00,67.00,-0.5000,439
6414,樺漢,543819,125621154,228.00,233.50,228.00,232.00,6.0000,537
6415,矽力-KY,239163,559138660,2340.00,2340.00,2310.00,2340.00,210.0000,273
6416,瑞祺電通,499428,65378560,128.50,133.00,128.50,129.50,1.5000,405
6431,光麗-KY,7000,192500,27.50,27.70,27.05,27.70,0.2000,6
6442,光聖,5250,150412,28.65,28.70,28.65,28.70,0.0500,6
6443,元晶,28789959,1023191203,35.90,36.30,35.00,35.00,-1.7000,15550
6449,鈺邦,2667593,136343175,51.30,52.50,50.10,50.10,-2.8000,1702
6451,訊芯-KY,412620,39664909,94.80,97.40,94.80,95.80,1.5000,345
6456,GIS-KY,2236073,258006488,117.00,117.50,114.00,114.50,-2.5000,1444
6464,台數科,553579,57374074,104.00,105.00,103.00,105.00,1.0000,174
6477,安集,60936682,3928025196,64.20,66.10,61.30,61.80,-1.7000,31702
6491,晶碩,453329,115097121,257.50,257.50,251.00,254.00,-0.5000,414
6504,南六,410668,91972538,225.50,226.00,223.00,223.50,-2.0000,387
6505,台塑化,968382,78373445,81.10,81.20,80.60,81.10,-0.1000,633
6525,捷敏-KY,77640,4388660,56.80,56.80,56.30,56.40,-0.2000,66
6531,愛普,5710798,1890480637,317.50,343.00,315.00,326.00,11.0000,4980
6533,晶心科,3866837,629702257,156.00,167.00,155.50,161.00,5.0000,2844
6541,泰福-KY,72000,2721000,37.30,38.25,37.30,37.60,0.3000,63
6552,易華電,161943,7528754,46.90,47.00,46.30,46.40,-0.3000,210
6558,興能高,12563544,685690468,55.40,55.70,53.60,54.80,-0.3000,6250
6573,虹揚-KY,95193,1507781,15.50,16.20,15.40,15.55,0.2500,72
6579,研揚,16000,1111400,68.50,69.80,68.50,69.50,0.5000,14
6581,鋼聯,48162,3294325,67.60,68.90,67.60,68.10,0.1000,48
6582,申豐,1323342,284685315,218.00,220.50,210.50,215.50,-2.0000,1086
6591,動力-KY,259643,13839517,53.30,53.90,52.90,52.90,0.3000,206
6592,和潤企業,1860377,148396124,80.20,80.40,79.20,79.60,-0.1000,415
6598,ABC-KY,306574,24406391,81.00,81.00,79.00,79.00,-1.1000,248
6605,帝寶,28797,1361274,47.10,47.55,47.10,47.30,0.2000,77
6625,必應,45527,1593175,35.05,35.05,34.90,34.95,-0.1000,42
6641,基士德-KY,18005,1149916,64.80,64.80,63.00,63.80,0.3000,17
6655,科定,18052,938567,52.00,52.00,51.90,52.00,0.1000,16
6666,羅麗芬-KY,17150,1767375,103.00,104.50,102.50,102.50,-1.0000,19
6668,中揚光,84793,4194811,49.00,49.70,48.85,49.65,0.4500,60
6669,緯穎,377132,280311001,744.00,753.00,737.00,741.00,-4.0000,446
6670,復盛應用,693400,128228700,184.00,188.50,182.00,184.00,4.0000,537
6671,三能-KY,13000,501450,38.70,38.70,38.50,38.50,-0.0500,11
6672,騰輝電子-KY,125160,8986980,72.30,72.40,71.30,71.40,-0.1000,94
6674,鋐寶科技,7000,196350,28.10,28.15,28.00,28.15,-0.0500,7
6698,旭暉應材,58000,2346450,40.35,40.50,40.35,40.35,-0.1500,50
6706,惠特,746696,108968151,149.00,149.50,143.00,144.00,-3.0000,618
6715,嘉基,158002,19597253,123.50,125.00,123.00,124.00,1.5000,109
6754,匯僑設計,15235,621649,40.75,40.85,40.70,40.70,0.0000,14
8011,台通,376716,5831921,15.55,15.65,15.35,15.40,-0.1000,264
8016,矽創,519419,67804416,130.50,132.00,129.50,129.50,1.0000,414
8021,尖點,290182,6218945,21.55,21.55,21.30,21.45,0.0500,202
8028,昇陽半導體,499203,23413777,47.00,47.40,46.50,46.55,-0.4000,353
8033,雷虎,252637,2706669,10.70,10.80,10.65,10.75,0.1000,123
8039,台虹,1605428,86624007,53.60,54.40,53.50,54.10,0.0000,1070
8046,南電,19571157,2519657754,128.00,131.00,125.50,126.50,-1.0000,11044
8070,長華*,1500105,32546373,21.85,21.95,21.55,21.65,-0.2500,845
8072,陞泰,64054,1890167,30.00,30.00,29.00,29.60,-0.0500,53
8081,致新,756950,114166999,149.50,152.00,149.50,150.50,2.0000,556
8101,華冠,178000,924590,5.25,5.25,5.11,5.20,0.0000,74
8103,瀚荃,782233,23626393,29.90,30.75,29.80,29.85,0.3500,524
8104,錸寶,173400,8231899,47.85,48.00,47.10,47.20,-0.6500,142
8105,凌巨,564741,5917116,10.55,10.60,10.35,10.35,-0.2000,226
8110,華東,1535511,16404689,10.65,10.80,10.55,10.55,0.0000,572
8112,至上,1248837,37786538,30.30,30.35,30.20,30.30,-0.0500,588
8114,振樺電,30118,2370886,78.90,78.90,78.40,78.80,-0.1000,23
8131,福懋科,219152,7825519,35.60,35.80,35.55,35.75,0.2500,127
8150,南茂,1758147,50779475,28.80,29.00,28.75,28.90,0.1500,985
8163,達方,5938522,246689758,41.30,41.90,41.20,41.85,1.1000,3552
8201,無敵,24567,231002,9.23,9.45,9.23,9.42,0.0300,16
8210,勤誠,113278,10026723,88.50,89.20,88.00,88.00,-0.4000,108
8213,志超,3163447,133759320,42.15,42.75,41.90,42.00,0.4000,1915
8215,明基材,2782463,64473745,23.10,23.40,23.00,23.00,0.0500,1254
8222,寶一,68592,892177,13.15,13.15,12.95,12.95,-0.1000,88
8249,菱光,286107,4937451,17.20,17.30,17.20,17.25,0.1000,152
8261,富鼎,3262195,134562529,41.90,42.10,40.60,40.80,-0.2000,1972
8271,宇瞻,609342,22347164,36.80,36.80,36.55,36.60,-0.4500,427
8341,日友,153807,35100502,227.00,229.00,225.50,229.00,2.5000,262
8367,建新國際,6000,157100,26.10,26.20,26.10,26.20,0.2000,6
8374,羅昇,161270,3930107,24.40,24.90,24.10,24.20,-0.2000,106
8404,百和興業-KY,62857,1828171,29.05,29.40,28.95,28.95,-0.0500,53
8411,福貞-KY,25750,353259,13.75,13.80,13.65,13.70,0.0000,36
8422,可寧衛,72528,11579215,160.00,160.50,159.50,159.50,-0.5000,110
8427,基勝-KY,,,,,,,0.0000,
8429,金麗-KY,166470,1374668,8.20,8.32,8.20,8.24,0.0500,139
8442,威宏-KY,5253,244000,46.45,46.50,46.45,46.50,-0.5000,6
8443,阿瘦,53421,534449,10.05,10.05,9.97,9.98,-0.0700,72
8454,富邦媒,105927,72738992,686.00,690.00,683.00,689.00,9.0000,144
8462,柏文,33527,5307340,160.00,160.00,157.50,158.00,-0.5000,101
8463,潤泰材,69000,2455100,35.85,35.85,35.40,35.50,-0.1500,44
8464,億豐,3323364,1130818809,320.00,345.50,320.00,345.00,26.5000,1519
8466,美吉吉-KY,2000,127200,63.60,63.60,63.60,63.60,0.0000,2
8467,波力-KY,7000,344750,49.60,49.60,49.00,49.25,0.5500,4
8473,山林水,29090,1257696,43.00,43.55,42.80,43.30,0.4000,30
8478,東哥遊艇,626000,39258700,62.30,63.60,61.60,63.10,1.5000,474
8480,泰昇-KY,23143,2821117,122.00,123.00,120.50,121.50,1.0000,24
8481,政伸,60000,4368100,72.50,73.20,72.20,73.00,1.0000,51
8482,商億-KY,131000,13096100,100.00,100.50,99.40,100.50,0.5000,30
8488,吉源-KY,,,,,,,0.0000,
8499,鼎炫-KY,1799566,295834001,161.50,168.50,161.00,163.50,2.0000,1421
8926,台汽電,623187,23705350,38.30,38.30,37.90,37.95,0.0000,425
8940,新天地,7599,75040,9.82,9.86,9.82,9.86,0.0400,39
8996,高力,323006,16239159,50.10,50.90,49.60,49.95,0.4500,239
9103,美德醫療-DR,60463731,2276071045,37.05,39.25,36.55,37.20,0.2000,27065
910322,康師傅-DR,54000,1384950,25.70,25.70,25.55,25.70,-0.3000,29
9105,泰金寶-DR,67257441,333378430,4.94,5.12,4.84,4.89,0.0200,9518
910861,神州-DR,1236952,13340089,10.80,10.90,10.70,10.75,0.1000,303
9110,越南控-DR,710500,2800185,3.86,4.11,3.86,3.92,-0.0500,226
911608,明輝-DR,908000,4939670,5.59,5.61,5.30,5.50,-0.1600,300
911616,杜康-DR,1674999,4262097,2.56,2.63,2.47,2.55,0.0600,419
911622,泰聚亨-DR,329000,1447300,4.44,4.51,4.35,4.36,-0.0800,111
911868,同方友友-DR,1372000,3065320,2.22,2.28,2.18,2.21,0.0000,378
912000,晨訊科-DR,5881100,22683809,3.82,3.96,3.80,3.80,-0.0200,1248
912398,友佳-DR,1819000,9078810,4.95,5.14,4.88,5.00,0.0500,466
9136,巨騰-DR,793060,8692398,10.90,11.10,10.85,10.85,-0.0500,312
9188,精熙-DR,846000,3266360,3.87,3.96,3.78,3.82,-0.0500,276
9802,鈺齊-KY,1981155,242952584,120.50,124.00,120.00,123.00,3.0000,1243
9902,台火,112121,1090517,9.77,9.80,9.69,9.69,0.0200,72
9904,寶成,3304822,85192226,25.65,25.85,25.65,25.85,0.2500,1012
9905,大華,171840,3893979,22.70,22.75,22.60,22.65,0.1000,104
9906,欣巴巴,23728,923659,38.00,39.80,38.00,39.80,1.6500,24
9907,統一實,434866,4420448,10.15,10.20,10.10,10.20,0.0500,210
9908,大台北,9119,285391,31.30,31.30,31.25,31.30,-0.0500,11
9910,豐泰,848702,153022867,180.00,181.50,179.00,180.00,0.0000,645
9911,櫻花,243145,12273693,50.30,51.00,50.10,50.10,-0.2000,201
9912,偉聯,14792,104732,7.05,7.20,7.05,7.20,0.0900,19
9914,美利達,960332,265911264,275.00,281.00,274.00,275.00,2.0000,881
9917,中保科,111689,9849059,88.10,88.40,87.80,88.40,0.8000,101
9918,欣天然,4001,142535,35.55,35.80,35.55,35.60,0.0500,5
9919,康那香,2772164,114101033,41.70,41.70,40.80,41.20,0.4500,1579
9921,巨大,1707896,479265428,276.00,284.50,275.00,282.00,7.0000,1298
9924,福興,186803,8076920,43.00,43.50,43.00,43.15,0.1500,128
9925,新保,146820,5391379,36.70,36.80,36.60,36.60,-0.1000,114
9926,新海,1136,49549,43.70,43.70,43.70,43.70,0.0000,4
9927,泰銘,85607,2349010,27.40,27.50,27.40,27.45,0.0000,48
9928,中視,67000,331920,4.90,4.96,4.90,4.95,-0.0100,13
9929,秋雨,72304,912131,12.70,12.85,12.50,12.55,-0.1500,38
9930,中聯資源,40742,1806100,44.55,44.55,44.25,44.25,-0.0500,40
9931,欣高,4582,183535,40.10,40.10,40.10,40.10,0.0000,7
9933,中鼎,1116994,43048686,38.70,38.80,38.45,38.45,-0.2500,844
9934,成霖,1199379,18827358,15.45,15.80,15.45,15.80,0.4000,469
9935,慶豐富,262001,8581433,32.70,32.90,32.60,32.85,0.2500,111
9937,全國,9265,436179,47.20,47.20,47.00,47.00,-0.2000,14
9938,百和,654550,46616396,70.90,71.80,70.60,70.90,-0.1000,444
9939,宏全,1163839,68998125,59.00,59.70,58.80,59.70,0.9000,698
9940,信義,104185,3013018,28.95,29.00,28.80,28.85,-0.1000,66
9941,裕融,231002,22660708,98.00,98.50,97.70,98.20,0.2000,210
9941A,裕融甲特,291,14753,,,,,0.0000,1
9942,茂順,24001,1548268,64.40,64.80,64.40,64.80,0.4000,21
9943,好樂迪,45605,2764500,60.60,60.90,60.50,60.50,-0.1000,63
9944,新麗,168000,3738700,22.05,22.45,22.05,22.35,0.0500,100
9945,潤泰新,3801519,153073013,40.40,40.55,40.05,40.05,-0.2000,1863
9946,三發地產,104096,1929791,18.35,19.00,18.35,18.55,0.0000,43
9955,佳龍,191342,3619463,18.90,19.00,18.80,18.85,0.1000,104
9958,世紀鋼,3183988,418097929,131.50,132.50,130.00,131.00,1.0000,1904
